PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32543880","Zoledronic Acid Substantially Improves Bone Microarchitecture and Biomechanical Properties After Rotator Cuff Repair in a Rodent Chronic Defect Model","Schanda JE, Keibl C, Heimel P, Monforte X, Tangl S, Feichtinger X, Teuschl AH, Baierl A, Muschitz C, Redl H, Fialka C, Mittermayr R.","Am J Sports Med. 2020 Jul;48(9):2151-2160. doi: 10.1177/0363546520926471. Epub 2020 Jun 16.","Schanda JE","Am J Sports Med","2020","2020/06/17","","","10.1177/0363546520926471"
"27554427","Effects of a moderately high-protein diet and interval aerobic training combined with strength-endurance exercise on markers of bone metabolism, microarchitecture and turnover in obese Zucker rats","Nebot E, Aparicio VA, Coll-Risco I, Camiletti-Moirón D, Schneider J, Kapravelou G, Heimel P, Martínez R, Andrade A, Slezak P, Redl H, Porres JM, López-Jurado M, Pietschmann P, Aranda P.","Bone. 2016 Nov;92:116-123. doi: 10.1016/j.bone.2016.08.017. Epub 2016 Aug 21.","Nebot E","Bone","2016","2016/08/25","","","10.1016/j.bone.2016.08.017"
"24164605","Sonoporation increases therapeutic efficacy of inducible and constitutive BMP2/7 in vivo gene delivery","Feichtinger GA, Hofmann AT, Slezak P, Schuetzenberger S, Kaipel M, Schwartz E, Neef A, Nomikou N, Nau T, van Griensven M, McHale AP, Redl H.","Hum Gene Ther Methods. 2014 Feb;25(1):57-71. doi: 10.1089/hgtb.2013.113. Epub 2013 Nov 27.","Feichtinger GA","Hum Gene Ther Methods","2014","2013/10/30","PMC3904655","","10.1089/hgtb.2013.113"
"34542171","Phenotypic regionalization of the vertebral column in the thorny skate Amblyraja radiata: Stability and variation","Berio F, Bayle Y, Riley C, Larouche O, Cloutier R.","J Anat. 2022 Feb;240(2):253-267. doi: 10.1111/joa.13551. Epub 2021 Sep 19.","Berio F","J Anat","2022","2021/09/20","PMC8742970","","10.1111/joa.13551"
"21931681","Sequential alterations in catabolic and anabolic gene expression parallel pathological changes during progression of monoiodoacetate-induced arthritis","Nam J, Perera P, Liu J, Rath B, Deschner J, Gassner R, Butterfield TA, Agarwal S.","PLoS One. 2011;6(9):e24320. doi: 10.1371/journal.pone.0024320. Epub 2011 Sep 13.","Nam J","PLoS One","2011","2011/09/21","PMC3172226","","10.1371/journal.pone.0024320"
"29758447","Experimental sharp force injuries to ribs: Multimodal morphological and geometric morphometric analyses using micro-CT, macro photography and SEM","Komo L, Grassberger M.","Forensic Sci Int. 2018 Jul;288:189-200. doi: 10.1016/j.forsciint.2018.04.048. Epub 2018 May 1.","Komo L","Forensic Sci Int","2018","2018/05/15","","","10.1016/j.forsciint.2018.04.048"
"26716008","Heidelberg-mCT-Analyzer: a novel method for standardized microcomputed-tomography-guided evaluation of scaffold properties in bone and tissue research","Westhauser F, Weis C, Hoellig M, Swing T, Schmidmaier G, Weber MA, Stiller W, Kauczor HU, Moghaddam A.","R Soc Open Sci. 2015 Nov 11;2(11):150496. doi: 10.1098/rsos.150496. eCollection 2015 Nov.","Westhauser F","R Soc Open Sci","2015","2015/12/31","PMC4680623","","10.1098/rsos.150496"
"29239487","Evolution of skull shape in the family Salamandridae (Amphibia: Caudata)","Ivanović A, Arntzen JW.","J Anat. 2018 Mar;232(3):359-370. doi: 10.1111/joa.12759. Epub 2017 Dec 14.","Ivanović A","J Anat","2018","2017/12/15","PMC5807954","","10.1111/joa.12759"
"26027862","MicroCT-based evaluation of the trabecular bone quality of different implant anchorage sites for masticatory rehabilitation of the maxilla","Bertl K, Heimel P, Rökl-Riegler M, Hirtler L, Ulm C, Zechner W.","J Craniomaxillofac Surg. 2015 Jul;43(6):961-8. doi: 10.1016/j.jcms.2015.04.008. Epub 2015 Apr 17.","Bertl K","J Craniomaxillofac Surg","2015","2015/06/02","","","10.1016/j.jcms.2015.04.008"
"21643723","Incisor enamel formation is impaired in transgenic rats overexpressing the type III NaPi transporter Slc20a1","Yoshioka H, Yoshiko Y, Minamizaki T, Suzuki S, Koma Y, Nobukiyo A, Sotomaru Y, Suzuki A, Itoh M, Maeda N.","Calcif Tissue Int. 2011 Sep;89(3):192-202. doi: 10.1007/s00223-011-9506-0. Epub 2011 Jun 4.","Yoshioka H","Calcif Tissue Int","2011","2011/06/07","","","10.1007/s00223-011-9506-0"
"33480625","The Use of Clinically Measurable Cochlear Parameters in Cochlear Implant Surgery as Indicators for Size, Shape, and Orientation of the Scala Tympani","Schurzig D, Timm ME, Majdani O, Lenarz T, Rau TS.","Ear Hear. 2021 July/Aug;42(4):1034-1041. doi: 10.1097/AUD.0000000000000998.","Schurzig D","Ear Hear","2021","2021/01/22","","","10.1097/AUD.0000000000000998"
"39177752","Deficiency of Trps1 in Cementoblasts Impairs Cementogenesis and Tooth Root Formation","Fujikawa K, Socorro M, Lukashova L, Hoskere P, Keskinidis P, Verdelis K, Napierala D.","Calcif Tissue Int. 2024 Aug 23. doi: 10.1007/s00223-024-01277-2. Online ahead of print.","Fujikawa K","Calcif Tissue Int","2024","2024/08/23","","","10.1007/s00223-024-01277-2"
"35403831","Toward an artificial intelligence-assisted framework for reconstructing the digital twin of vertebra and predicting its fracture response","Ahmadian H, Mageswaran P, Walter BA, Blakaj DM, Bourekas EC, Mendel E, Marras WS, Soghrati S.","Int J Numer Method Biomed Eng. 2022 Jun;38(6):e3601. doi: 10.1002/cnm.3601. Epub 2022 Apr 26.","Ahmadian H","Int J Numer Method Biomed Eng","2022","2022/04/11","PMC9285948","","10.1002/cnm.3601"
"33072621","Non-surgical Periodontal Treatment Restored the Gut Microbiota and Intestinal Barrier in Apolipoprotein E(-/-) Mice With Periodontitis","Huang Y, Liao Y, Luo B, Li L, Zhang Y, Yan F.","Front Cell Infect Microbiol. 2020 Sep 21;10:498. doi: 10.3389/fcimb.2020.00498. eCollection 2020.","Huang Y","Front Cell Infect Microbiol","2020","2020/10/19","PMC7536370","","10.3389/fcimb.2020.00498"
"31729194","Anatomical similarity between the Sost-knockout mouse and sclerosteosis in humans","Schwarze UY, Dobsak T, Gruber R, Bookstein FL.","Anat Rec (Hoboken). 2020 Sep;303(9):2295-2308. doi: 10.1002/ar.24318. Epub 2019 Dec 17.","Schwarze UY","Anat Rec (Hoboken)","2020","2019/11/16","PMC7496997","","10.1002/ar.24318"
"23274676","Near infrared (NIR) absorption spectra correlates with subchondral bone micro-CT parameters in osteoarthritic rat models","Afara IO, Prasadam I, Crawford R, Xiao Y, Oloyede A.","Bone. 2013 Apr;53(2):350-7. doi: 10.1016/j.bone.2012.12.042. Epub 2012 Dec 27.","Afara IO","Bone","2013","2013/01/01","","","10.1016/j.bone.2012.12.042"
"38790282","Human versus Rat PRF on Collagen Membranes: A Pilot Study of Mineralization in Rat Calvaria Defect Model","Apaza Alccayhuaman KA, Heimel P, Tangl S, Lettner S, Kampleitner C, Panahipour L, Kuchler U, Gruber R.","Bioengineering (Basel). 2024 Apr 23;11(5):414. doi: 10.3390/bioengineering11050414.","Apaza Alccayhuaman KA","Bioengineering (Basel)","2024","2024/05/25","PMC11117948","","10.3390/bioengineering11050414"
"26293309","Patterns of activity adaptation in humeral trabecular bone in Neolithic humans and present-day people","Scherf H, Wahl J, Hublin JJ, Harvati K.","Am J Phys Anthropol. 2016 Jan;159(1):106-15. doi: 10.1002/ajpa.22835. Epub 2015 Aug 21.","Scherf H","Am J Phys Anthropol","2016","2015/08/22","","","10.1002/ajpa.22835"
"28793410","A Bone Sample Containing a Bone Graft Substitute Analyzed by Correlating Density Information Obtained by X-ray Micro Tomography with Compositional Information Obtained by Raman Microscopy","Charwat-Pessler J, Musso M, Petutschnigg A, Entacher K, Plank B, Wernersson E, Tangl S, Schuller-Götzburg P.","Materials (Basel). 2015 Jun 25;8(7):3831-3853. doi: 10.3390/ma8073831.","Charwat-Pessler J","Materials (Basel)","2015","2017/08/11","PMC5455664","","10.3390/ma8073831"
"26303287","The in vivo role of DMP-1 and serum phosphate on bone mineral composition","Maginot M, Lin S, Liu Y, Yuan B, Feng JQ, Aswath PB.","Bone. 2015 Dec;81:602-613. doi: 10.1016/j.bone.2015.08.018. Epub 2015 Aug 22.","Maginot M","Bone","2015","2015/08/26","","","10.1016/j.bone.2015.08.018"
"23863990","The intravertebral distribution of bone density: correspondence to intervertebral disc health and implications for vertebral strength","Hussein AI, Jackman TM, Morgan SR, Barest GD, Morgan EF.","Osteoporos Int. 2013 Dec;24(12):3021-30. doi: 10.1007/s00198-013-2417-3. Epub 2013 Jul 18.","Hussein AI","Osteoporos Int","2013","2013/07/19","PMC4465501","NIHMS697152","10.1007/s00198-013-2417-3"
"38702714","The mylohyoid line is highly variable but does not affect the microarchitecture of the edentulous alveolar bone - an anatomical micro-CT study","Domic D, Kappenberger J, Bertl K, Hirtler L, Heimel P, Ulm C.","BMC Oral Health. 2024 May 3;24(1):528. doi: 10.1186/s12903-024-04293-8.","Domic D","BMC Oral Health","2024","2024/05/03","PMC11069156","","10.1186/s12903-024-04293-8"
"19961958","Characterization of the deformation behavior of intermediate porosity interconnected Ti foams using micro-computed tomography and direct finite element modeling","Singh R, Lee PD, Lindley TC, Kohlhauser C, Hellmich C, Bram M, Imwinkelried T, Dashwood RJ.","Acta Biomater. 2010 Jun;6(6):2342-51. doi: 10.1016/j.actbio.2009.11.032. Epub 2009 Dec 2.","Singh R","Acta Biomater","2010","2009/12/08","","","10.1016/j.actbio.2009.11.032"
"38821263","Identification of Root Canal Morphology in Fused-rooted Mandibular Second Molars From X-ray Images Based on Deep Learning","Wu W, Chen S, Chen P, Chen M, Yang Y, Gao Y, Hu J, Ma J.","J Endod. 2024 Sep;50(9):1289-1297.e1. doi: 10.1016/j.joen.2024.05.014. Epub 2024 May 29.","Wu W","J Endod","2024","2024/05/31","","","10.1016/j.joen.2024.05.014"
"32935871","Caspase inhibitor attenuates the shape changes in the alveolar ridge following tooth extraction: A pilot study in rats","Schwarze UY, Strauss FJ, Gruber R.","J Periodontal Res. 2021 Jan;56(1):101-107. doi: 10.1111/jre.12798. Epub 2020 Sep 16.","Schwarze UY","J Periodontal Res","2021","2020/09/16","PMC7891322","","10.1111/jre.12798"
"36421082","Comparison of Osseointegration of Dental Implants Placed in Rabbit Tibia Using Two Dental Laser and Implant Handpiece Systems","Park JH, Son K, Son YT, Kim YG, Suh JY, Lee KB, Lee JM.","Bioengineering (Basel). 2022 Nov 11;9(11):681. doi: 10.3390/bioengineering9110681.","Park JH","Bioengineering (Basel)","2022","2022/11/24","PMC9687135","","10.3390/bioengineering9110681"
"29725470","Mutant monocyte chemoattractant protein-1 protein (7ND) inhibits osteoclast differentiation and reduces oral squamous carcinoma cell bone invasion","Luo S, Zhou C, Zhang J, Chen M, Li H, Zheng S, Quan J.","Oncol Lett. 2018 May;15(5):7760-7768. doi: 10.3892/ol.2018.8308. Epub 2018 Mar 21.","Luo S","Oncol Lett","2018","2018/05/05","PMC5920317","","10.3892/ol.2018.8308"
"17546503","Non-invasive time-lapsed monitoring and quantification of engineered bone-like tissue","Hagenmüller H, Hofmann S, Kohler T, Merkle HP, Kaplan DL, Vunjak-Novakovic G, Müller R, Meinel L.","Ann Biomed Eng. 2007 Oct;35(10):1657-67. doi: 10.1007/s10439-007-9338-2. Epub 2007 Jun 2.","Hagenmüller H","Ann Biomed Eng","2007","2007/06/05","","","10.1007/s10439-007-9338-2"
"12610302","Homo erectus calvarium from the Pleistocene of Java","Baba H, Aziz F, Kaifu Y, Suwa G, Kono RT, Jacob T.","Science. 2003 Feb 28;299(5611):1384-8. doi: 10.1126/science.1081676.","Baba H","Science","2003","2003/03/01","","","10.1126/science.1081676"
"30291681","Vertebral Comparative Anatomy and Morphological Differences in Anguine Lizards With a Special Reference to Pseudopus apodus","Čerňanský A, Yaryhin O, Ciceková J, Werneburg I, Hain M, Klembara J.","Anat Rec (Hoboken). 2019 Feb;302(2):232-257. doi: 10.1002/ar.23944. Epub 2018 Nov 9.","Čerňanský A","Anat Rec (Hoboken)","2019","2018/10/07","","","10.1002/ar.23944"
"17975292","Skeletal dosimetry for external exposure to photons based on microCT images of spongiosa from different bone sites","Kramer R, Khoury HJ, Vieira JW, Kawrakow I.","Phys Med Biol. 2007 Nov 21;52(22):6697-716. doi: 10.1088/0031-9155/52/22/010. Epub 2007 Oct 30.","Kramer R","Phys Med Biol","2007","2007/11/03","","","10.1088/0031-9155/52/22/010"
"16765437","Osteogenesis by human mesenchymal stem cells cultured on silk biomaterials: comparison of adenovirus mediated gene transfer and protein delivery of BMP-2","Meinel L, Hofmann S, Betz O, Fajardo R, Merkle HP, Langer R, Evans CH, Vunjak-Novakovic G, Kaplan DL.","Biomaterials. 2006 Oct;27(28):4993-5002. doi: 10.1016/j.biomaterials.2006.05.021. Epub 2006 Jun 12.","Meinel L","Biomaterials","2006","2006/06/13","","","10.1016/j.biomaterials.2006.05.021"
